user_id,song_id,song_name,artist,genre,rating
4,55,Mi Error,Don Tetto,Rock / Alternativo,3
4,22,Ay Hombe,Jorge Celedón,Vallenato,1
4,36,El Alumno,Jessi Uribe,Música Popular,5
4,23,Traga’o de Ti,Peter Manjarrés,Vallenato,1
4,56,Sigamos Caminando,Don Tetto,Rock / Alternativo,1
4,15,Jordan,Ryan Castro,Reguetón,3
5,38,Tenías Razón,Yeison Jiménez,Música Popular,1
5,21,Cuatro Rosas,Jorge Celedón,Vallenato,1
5,42,Te Fallé,Luis Alfonso,Música Popular,2
5,24,La Que Me Quiere la Quiero,Peter Manjarrés,Vallenato,2
5,28,Tacones Rojos,Sebastián Yatra,Pop Latino,3
5,35,Matemos las Ganas,Jessi Uribe,Música Popular,1
5,22,Ay Hombe,Jorge Celedón,Vallenato,2
5,20,Esta Vida,Jorge Celedón,Vallenato,3
5,10,Ginza,J Balvin,Reguetón,5
5,36,El Alumno,Jessi Uribe,Música Popular,1
5,60,Lenguaje de mi Piel,Kraken,Rock / Alternativo,2
5,39,El Desmadre,Yeison Jiménez,Música Popular,1
5,29,Robarte un Beso,Sebastián Yatra,Pop Latino,3
5,40,Mi Presidio,Luis Alfonso,Música Popular,1
5,50,A la Memoria del Muerto,Fruko y sus Tesos,Salsa / Tropical,3
5,2,Tusa,Karol G,Reguetón,4
5,48,Centurión de la Noche,Joe Arroyo,Salsa / Tropical,3
5,16,Monastery,Ryan Castro,Reguetón,3
5,1,Provenza,Karol G,Reguetón,3
5,12,Sobrio,Maluma,Reguetón,5
5,30,Devuélveme el Corazón,Sebastián Yatra,Pop Latino,1
6,49,El Preso,Fruko y sus Tesos,Salsa / Tropical,5
6,36,El Alumno,Jessi Uribe,Música Popular,2
6,23,Traga’o de Ti,Peter Manjarrés,Vallenato,5
6,46,La Rebelión,Joe Arroyo,Salsa / Tropical,3
6,45,Busca por Dentro,Grupo Niche,Salsa / Tropical,3
6,48,Centurión de la Noche,Joe Arroyo,Salsa / Tropical,3
6,59,Frágil al Viento,Kraken,Rock / Alternativo,1
6,40,Mi Presidio,Luis Alfonso,Música Popular,3
6,2,Tusa,Karol G,Reguetón,3
6,8,Mi Gente,J Balvin,Reguetón,1
6,33,Índigo,Camilo,Pop Latino,2
6,26,Una Lady Como Tú,Manuel Turizo,Pop Latino,2
6,11,Hawái,Maluma,Reguetón,2
6,53,Florecita Rockera,Aterciopelados,Rock / Alternativo,1
6,9,Qué Más Pues?,J Balvin,Reguetón,3
6,34,Dulce Pecado,Jessi Uribe,Música Popular,2
6,21,Cuatro Rosas,Jorge Celedón,Vallenato,5
6,32,Tutu,Camilo,Pop Latino,2
6,47,En Barranquilla Me Quedo,Joe Arroyo,Salsa / Tropical,3
6,16,Monastery,Ryan Castro,Reguetón,4
6,29,Robarte un Beso,Sebastián Yatra,Pop Latino,3
6,20,Esta Vida,Jorge Celedón,Vallenato,4
6,60,Lenguaje de mi Piel,Kraken,Rock / Alternativo,1
7,12,Sobrio,Maluma,Reguetón,1
7,56,Sigamos Caminando,Don Tetto,Rock / Alternativo,5
7,40,Mi Presidio,Luis Alfonso,Música Popular,2
7,47,En Barranquilla Me Quedo,Joe Arroyo,Salsa / Tropical,4
7,24,La Que Me Quiere la Quiero,Peter Manjarrés,Vallenato,1
7,29,Robarte un Beso,Sebastián Yatra,Pop Latino,4
7,30,Devuélveme el Corazón,Sebastián Yatra,Pop Latino,3
7,44,Gotas de Lluvia,Grupo Niche,Salsa / Tropical,3
7,26,Una Lady Como Tú,Manuel Turizo,Pop Latino,5
7,1,Provenza,Karol G,Reguetón,2
7,57,No Digas Lo Siento,Don Tetto,Rock / Alternativo,5
7,35,Matemos las Ganas,Jessi Uribe,Música Popular,3
7,36,El Alumno,Jessi Uribe,Música Popular,2
7,43,Cali Pachanguero,Grupo Niche,Salsa / Tropical,3
7,32,Tutu,Camilo,Pop Latino,5
7,22,Ay Hombe,Jorge Celedón,Vallenato,1
7,52,Bolero Falaz,Aterciopelados,Rock / Alternativo,5
7,50,A la Memoria del Muerto,Fruko y sus Tesos,Salsa / Tropical,3
7,41,Tengo Ganas,Luis Alfonso,Música Popular,1
7,27,Quiéreme Mientras Se Pueda,Manuel Turizo,Pop Latino,4
7,19,Materialista,Silvestre Dangond,Vallenato,3
7,18,Ya No Me Duele Más,Silvestre Dangond,Vallenato,1
7,21,Cuatro Rosas,Jorge Celedón,Vallenato,3
8,3,Amargura,Karol G,Reguetón,3
8,32,Tutu,Camilo,Pop Latino,3
8,48,Centurión de la Noche,Joe Arroyo,Salsa / Tropical,2
8,55,Mi Error,Don Tetto,Rock / Alternativo,4
8,8,Mi Gente,J Balvin,Reguetón,2
8,35,Matemos las Ganas,Jessi Uribe,Música Popular,5
8,42,Te Fallé,Luis Alfonso,Música Popular,4
8,59,Frágil al Viento,Kraken,Rock / Alternativo,4
8,18,Ya No Me Duele Más,Silvestre Dangond,Vallenato,1
8,33,Índigo,Camilo,Pop Latino,3
8,6,Feliz Cumpleaños Ferxxo,Feid,Reguetón,1
8,24,La Que Me Quiere la Quiero,Peter Manjarrés,Vallenato,2
8,29,Robarte un Beso,Sebastián Yatra,Pop Latino,3
8,47,En Barranquilla Me Quedo,Joe Arroyo,Salsa / Tropical,2
8,19,Materialista,Silvestre Dangond,Vallenato,1
8,16,Monastery,Ryan Castro,Reguetón,2
9,35,Matemos las Ganas,Jessi Uribe,Música Popular,4
9,28,Tacones Rojos,Sebastián Yatra,Pop Latino,4
9,7,Normal,Feid,Reguetón,2
9,54,Baracunátana,Aterciopelados,Rock / Alternativo,1
9,13,Borro Cassette,Maluma,Reguetón,4
9,59,Frágil al Viento,Kraken,Rock / Alternativo,1
9,24,La Que Me Quiere la Quiero,Peter Manjarrés,Vallenato,3
9,18,Ya No Me Duele Más,Silvestre Dangond,Vallenato,2
9,52,Bolero Falaz,Aterciopelados,Rock / Alternativo,1
9,30,Devuélveme el Corazón,Sebastián Yatra,Pop Latino,4
9,34,Dulce Pecado,Jessi Uribe,Música Popular,3
9,45,Busca por Dentro,Grupo Niche,Salsa / Tropical,3
9,27,Quiéreme Mientras Se Pueda,Manuel Turizo,Pop Latino,4
9,48,Centurión de la Noche,Joe Arroyo,Salsa / Tropical,1
9,8,Mi Gente,J Balvin,Reguetón,1
9,14,Mujeriego,Ryan Castro,Reguetón,3
9,15,Jordan,Ryan Castro,Reguetón,2
9,50,A la Memoria del Muerto,Fruko y sus Tesos,Salsa / Tropical,1
9,51,Los Charcos,Fruko y sus Tesos,Salsa / Tropical,3
9,11,Hawái,Maluma,Reguetón,2
10,8,Mi Gente,J Balvin,Reguetón,5
10,33,Índigo,Camilo,Pop Latino,2
10,26,Una Lady Como Tú,Manuel Turizo,Pop Latino,2
10,42,Te Fallé,Luis Alfonso,Música Popular,1
10,13,Borro Cassette,Maluma,Reguetón,5
10,2,Tusa,Karol G,Reguetón,4
10,10,Ginza,J Balvin,Reguetón,5
10,17,Las Locuras Mías,Silvestre Dangond,Vallenato,4
10,52,Bolero Falaz,Aterciopelados,Rock / Alternativo,3
10,48,Centurión de la Noche,Joe Arroyo,Salsa / Tropical,2
10,25,La Bachata,Manuel Turizo,Pop Latino,2
10,51,Los Charcos,Fruko y sus Tesos,Salsa / Tropical,3
10,24,La Que Me Quiere la Quiero,Peter Manjarrés,Vallenato,4
10,49,El Preso,Fruko y sus Tesos,Salsa / Tropical,3
10,50,A la Memoria del Muerto,Fruko y sus Tesos,Salsa / Tropical,1
10,5,Classy 101,Feid,Reguetón,5
10,22,Ay Hombe,Jorge Celedón,Vallenato,4
10,21,Cuatro Rosas,Jorge Celedón,Vallenato,5
10,27,Quiéreme Mientras Se Pueda,Manuel Turizo,Pop Latino,3
10,19,Materialista,Silvestre Dangond,Vallenato,3
10,6,Feliz Cumpleaños Ferxxo,Feid,Reguetón,5
10,47,En Barranquilla Me Quedo,Joe Arroyo,Salsa / Tropical,3
10,28,Tacones Rojos,Sebastián Yatra,Pop Latino,3
10,41,Tengo Ganas,Luis Alfonso,Música Popular,3
10,37,Aventurero,Yeison Jiménez,Música Popular,4
11,16,Monastery,Ryan Castro,Reguetón,3
11,60,Lenguaje de mi Piel,Kraken,Rock / Alternativo,2
11,29,Robarte un Beso,Sebastián Yatra,Pop Latino,1
11,1,Provenza,Karol G,Reguetón,4
11,7,Normal,Feid,Reguetón,3
11,38,Tenías Razón,Yeison Jiménez,Música Popular,5
11,9,Qué Más Pues?,J Balvin,Reguetón,2
11,45,Busca por Dentro,Grupo Niche,Salsa / Tropical,2
11,46,La Rebelión,Joe Arroyo,Salsa / Tropical,1
11,28,Tacones Rojos,Sebastián Yatra,Pop Latino,1
11,23,Traga’o de Ti,Peter Manjarrés,Vallenato,2
11,41,Tengo Ganas,Luis Alfonso,Música Popular,5
11,19,Materialista,Silvestre Dangond,Vallenato,3
11,8,Mi Gente,J Balvin,Reguetón,3
11,53,Florecita Rockera,Aterciopelados,Rock / Alternativo,4
11,3,Amargura,Karol G,Reguetón,3
11,33,Índigo,Camilo,Pop Latino,2
11,55,Mi Error,Don Tetto,Rock / Alternativo,1
11,59,Frágil al Viento,Kraken,Rock / Alternativo,2
11,52,Bolero Falaz,Aterciopelados,Rock / Alternativo,1
11,58,Vestido de Cristal,Kraken,Rock / Alternativo,1
11,51,Los Charcos,Fruko y sus Tesos,Salsa / Tropical,1
11,25,La Bachata,Manuel Turizo,Pop Latino,2
11,18,Ya No Me Duele Más,Silvestre Dangond,Vallenato,2
12,58,Vestido de Cristal,Kraken,Rock / Alternativo,1
12,46,La Rebelión,Joe Arroyo,Salsa / Tropical,2
12,32,Tutu,Camilo,Pop Latino,4
12,23,Traga’o de Ti,Peter Manjarrés,Vallenato,5
12,60,Lenguaje de mi Piel,Kraken,Rock / Alternativo,2
12,12,Sobrio,Maluma,Reguetón,3
12,5,Classy 101,Feid,Reguetón,2
12,37,Aventurero,Yeison Jiménez,Música Popular,1
12,21,Cuatro Rosas,Jorge Celedón,Vallenato,5
12,38,Tenías Razón,Yeison Jiménez,Música Popular,2
12,3,Amargura,Karol G,Reguetón,3
12,8,Mi Gente,J Balvin,Reguetón,1
12,45,Busca por Dentro,Grupo Niche,Salsa / Tropical,4
12,50,A la Memoria del Muerto,Fruko y sus Tesos,Salsa / Tropical,2
12,26,Una Lady Como Tú,Manuel Turizo,Pop Latino,5
12,42,Te Fallé,Luis Alfonso,Música Popular,1
12,7,Normal,Feid,Reguetón,2
12,20,Esta Vida,Jorge Celedón,Vallenato,4
12,31,Vida de Rico,Camilo,Pop Latino,4
12,56,Sigamos Caminando,Don Tetto,Rock / Alternativo,3
12,41,Tengo Ganas,Luis Alfonso,Música Popular,1
12,44,Gotas de Lluvia,Grupo Niche,Salsa / Tropical,1
12,47,En Barranquilla Me Quedo,Joe Arroyo,Salsa / Tropical,1
12,36,El Alumno,Jessi Uribe,Música Popular,2
12,40,Mi Presidio,Luis Alfonso,Música Popular,2
13,25,La Bachata,Manuel Turizo,Pop Latino,3
13,43,Cali Pachanguero,Grupo Niche,Salsa / Tropical,1
13,51,Los Charcos,Fruko y sus Tesos,Salsa / Tropical,3
13,44,Gotas de Lluvia,Grupo Niche,Salsa / Tropical,3
13,9,Qué Más Pues?,J Balvin,Reguetón,1
13,30,Devuélveme el Corazón,Sebastián Yatra,Pop Latino,5
13,39,El Desmadre,Yeison Jiménez,Música Popular,5
13,19,Materialista,Silvestre Dangond,Vallenato,4
13,11,Hawái,Maluma,Reguetón,3
13,59,Frágil al Viento,Kraken,Rock / Alternativo,2
13,54,Baracunátana,Aterciopelados,Rock / Alternativo,2
13,20,Esta Vida,Jorge Celedón,Vallenato,2
13,27,Quiéreme Mientras Se Pueda,Manuel Turizo,Pop Latino,4
13,58,Vestido de Cristal,Kraken,Rock / Alternativo,4
13,31,Vida de Rico,Camilo,Pop Latino,5
13,2,Tusa,Karol G,Reguetón,1
14,44,Gotas de Lluvia,Grupo Niche,Salsa / Tropical,1
14,28,Tacones Rojos,Sebastián Yatra,Pop Latino,3
14,4,Mi Ex Tenía Razón,Karol G,Reguetón,3
14,58,Vestido de Cristal,Kraken,Rock / Alternativo,2
14,32,Tutu,Camilo,Pop Latino,5
14,57,No Digas Lo Siento,Don Tetto,Rock / Alternativo,2
14,59,Frágil al Viento,Kraken,Rock / Alternativo,1
14,24,La Que Me Quiere la Quiero,Peter Manjarrés,Vallenato,2
14,39,El Desmadre,Yeison Jiménez,Música Popular,1
14,14,Mujeriego,Ryan Castro,Reguetón,4
14,16,Monastery,Ryan Castro,Reguetón,4
14,46,La Rebelión,Joe Arroyo,Salsa / Tropical,1
14,2,Tusa,Karol G,Reguetón,4
14,12,Sobrio,Maluma,Reguetón,4
14,19,Materialista,Silvestre Dangond,Vallenato,1
14,49,El Preso,Fruko y sus Tesos,Salsa / Tropical,3
14,7,Normal,Feid,Reguetón,4
14,20,Esta Vida,Jorge Celedón,Vallenato,2
14,29,Robarte un Beso,Sebastián Yatra,Pop Latino,3
14,53,Florecita Rockera,Aterciopelados,Rock / Alternativo,3
14,30,Devuélveme el Corazón,Sebastián Yatra,Pop Latino,5
14,54,Baracunátana,Aterciopelados,Rock / Alternativo,1
14,31,Vida de Rico,Camilo,Pop Latino,4
15,22,Ay Hombe,Jorge Celedón,Vallenato,3
15,60,Lenguaje de mi Piel,Kraken,Rock / Alternativo,3
15,52,Bolero Falaz,Aterciopelados,Rock / Alternativo,3
15,55,Mi Error,Don Tetto,Rock / Alternativo,2
15,59,Frágil al Viento,Kraken,Rock / Alternativo,4
15,23,Traga’o de Ti,Peter Manjarrés,Vallenato,2
15,17,Las Locuras Mías,Silvestre Dangond,Vallenato,4
15,57,No Digas Lo Siento,Don Tetto,Rock / Alternativo,1
15,8,Mi Gente,J Balvin,Reguetón,5
15,6,Feliz Cumpleaños Ferxxo,Feid,Reguetón,5
15,21,Cuatro Rosas,Jorge Celedón,Vallenato,1
15,16,Monastery,Ryan Castro,Reguetón,5
15,32,Tutu,Camilo,Pop Latino,3
15,43,Cali Pachanguero,Grupo Niche,Salsa / Tropical,4
15,19,Materialista,Silvestre Dangond,Vallenato,3
15,30,Devuélveme el Corazón,Sebastián Yatra,Pop Latino,1
15,49,El Preso,Fruko y sus Tesos,Salsa / Tropical,4
16,60,Lenguaje de mi Piel,Kraken,Rock / Alternativo,3
16,37,Aventurero,Yeison Jiménez,Música Popular,4
16,48,Centurión de la Noche,Joe Arroyo,Salsa / Tropical,3
16,43,Cali Pachanguero,Grupo Niche,Salsa / Tropical,4
16,25,La Bachata,Manuel Turizo,Pop Latino,3
16,12,Sobrio,Maluma,Reguetón,2
16,22,Ay Hombe,Jorge Celedón,Vallenato,2
16,24,La Que Me Quiere la Quiero,Peter Manjarrés,Vallenato,1
16,35,Matemos las Ganas,Jessi Uribe,Música Popular,2
16,26,Una Lady Como Tú,Manuel Turizo,Pop Latino,3
16,16,Monastery,Ryan Castro,Reguetón,3
16,39,El Desmadre,Yeison Jiménez,Música Popular,2
16,41,Tengo Ganas,Luis Alfonso,Música Popular,3
16,55,Mi Error,Don Tetto,Rock / Alternativo,4
16,38,Tenías Razón,Yeison Jiménez,Música Popular,1
16,54,Baracunátana,Aterciopelados,Rock / Alternativo,1
16,15,Jordan,Ryan Castro,Reguetón,2
16,53,Florecita Rockera,Aterciopelados,Rock / Alternativo,1
16,9,Qué Más Pues?,J Balvin,Reguetón,1
17,14,Mujeriego,Ryan Castro,Reguetón,1
17,23,Traga’o de Ti,Peter Manjarrés,Vallenato,2
17,40,Mi Presidio,Luis Alfonso,Música Popular,3
17,17,Las Locuras Mías,Silvestre Dangond,Vallenato,4
17,56,Sigamos Caminando,Don Tetto,Rock / Alternativo,3
17,31,Vida de Rico,Camilo,Pop Latino,4
17,39,El Desmadre,Yeison Jiménez,Música Popular,2
17,54,Baracunátana,Aterciopelados,Rock / Alternativo,4
17,11,Hawái,Maluma,Reguetón,2
17,13,Borro Cassette,Maluma,Reguetón,1
17,27,Quiéreme Mientras Se Pueda,Manuel Turizo,Pop Latino,4
17,25,La Bachata,Manuel Turizo,Pop Latino,3
17,20,Esta Vida,Jorge Celedón,Vallenato,3
17,47,En Barranquilla Me Quedo,Joe Arroyo,Salsa / Tropical,2
17,29,Robarte un Beso,Sebastián Yatra,Pop Latino,3
17,21,Cuatro Rosas,Jorge Celedón,Vallenato,3
17,46,La Rebelión,Joe Arroyo,Salsa / Tropical,3
17,42,Te Fallé,Luis Alfonso,Música Popular,2
17,9,Qué Más Pues?,J Balvin,Reguetón,1
17,19,Materialista,Silvestre Dangond,Vallenato,3
18,28,Tacones Rojos,Sebastián Yatra,Pop Latino,3
18,13,Borro Cassette,Maluma,Reguetón,2
18,14,Mujeriego,Ryan Castro,Reguetón,2
18,9,Qué Más Pues?,J Balvin,Reguetón,4
18,19,Materialista,Silvestre Dangond,Vallenato,5
18,37,Aventurero,Yeison Jiménez,Música Popular,3
18,49,El Preso,Fruko y sus Tesos,Salsa / Tropical,2
18,27,Quiéreme Mientras Se Pueda,Manuel Turizo,Pop Latino,4
18,2,Tusa,Karol G,Reguetón,2
18,18,Ya No Me Duele Más,Silvestre Dangond,Vallenato,4
18,7,Normal,Feid,Reguetón,3
18,1,Provenza,Karol G,Reguetón,1
18,53,Florecita Rockera,Aterciopelados,Rock / Alternativo,3
18,35,Matemos las Ganas,Jessi Uribe,Música Popular,1
18,4,Mi Ex Tenía Razón,Karol G,Reguetón,1
18,33,Índigo,Camilo,Pop Latino,4
18,25,La Bachata,Manuel Turizo,Pop Latino,5
18,29,Robarte un Beso,Sebastián Yatra,Pop Latino,4
18,54,Baracunátana,Aterciopelados,Rock / Alternativo,2
19,27,Quiéreme Mientras Se Pueda,Manuel Turizo,Pop Latino,4
19,57,No Digas Lo Siento,Don Tetto,Rock / Alternativo,2
19,34,Dulce Pecado,Jessi Uribe,Música Popular,4
19,60,Lenguaje de mi Piel,Kraken,Rock / Alternativo,4
19,40,Mi Presidio,Luis Alfonso,Música Popular,4
19,50,A la Memoria del Muerto,Fruko y sus Tesos,Salsa / Tropical,2
19,39,El Desmadre,Yeison Jiménez,Música Popular,4
19,15,Jordan,Ryan Castro,Reguetón,1
19,31,Vida de Rico,Camilo,Pop Latino,3
19,5,Classy 101,Feid,Reguetón,3
19,28,Tacones Rojos,Sebastián Yatra,Pop Latino,3
19,45,Busca por Dentro,Grupo Niche,Salsa / Tropical,1
19,26,Una Lady Como Tú,Manuel Turizo,Pop Latino,4
19,51,Los Charcos,Fruko y sus Tesos,Salsa / Tropical,3
19,36,El Alumno,Jessi Uribe,Música Popular,5
19,46,La Rebelión,Joe Arroyo,Salsa / Tropical,1
19,12,Sobrio,Maluma,Reguetón,4
19,20,Esta Vida,Jorge Celedón,Vallenato,3
19,1,Provenza,Karol G,Reguetón,3
19,35,Matemos las Ganas,Jessi Uribe,Música Popular,4
19,43,Cali Pachanguero,Grupo Niche,Salsa / Tropical,4
20,39,El Desmadre,Yeison Jiménez,Música Popular,3
20,9,Qué Más Pues?,J Balvin,Reguetón,4
20,5,Classy 101,Feid,Reguetón,2
20,41,Tengo Ganas,Luis Alfonso,Música Popular,3
20,19,Materialista,Silvestre Dangond,Vallenato,5
20,47,En Barranquilla Me Quedo,Joe Arroyo,Salsa / Tropical,4
20,28,Tacones Rojos,Sebastián Yatra,Pop Latino,1
20,21,Cuatro Rosas,Jorge Celedón,Vallenato,5
20,32,Tutu,Camilo,Pop Latino,3
20,13,Borro Cassette,Maluma,Reguetón,3
20,45,Busca por Dentro,Grupo Niche,Salsa / Tropical,2
20,54,Baracunátana,Aterciopelados,Rock / Alternativo,2
20,30,Devuélveme el Corazón,Sebastián Yatra,Pop Latino,3
20,6,Feliz Cumpleaños Ferxxo,Feid,Reguetón,1
20,52,Bolero Falaz,Aterciopelados,Rock / Alternativo,1
20,10,Ginza,J Balvin,Reguetón,3
20,53,Florecita Rockera,Aterciopelados,Rock / Alternativo,4
20,35,Matemos las Ganas,Jessi Uribe,Música Popular,2
20,7,Normal,Feid,Reguetón,1
20,60,Lenguaje de mi Piel,Kraken,Rock / Alternativo,1
21,39,El Desmadre,Yeison Jiménez,Música Popular,3
21,22,Ay Hombe,Jorge Celedón,Vallenato,1
21,47,En Barranquilla Me Quedo,Joe Arroyo,Salsa / Tropical,5
21,25,La Bachata,Manuel Turizo,Pop Latino,2
21,40,Mi Presidio,Luis Alfonso,Música Popular,2
21,36,El Alumno,Jessi Uribe,Música Popular,2
21,48,Centurión de la Noche,Joe Arroyo,Salsa / Tropical,5
21,13,Borro Cassette,Maluma,Reguetón,4
21,37,Aventurero,Yeison Jiménez,Música Popular,4
21,59,Frágil al Viento,Kraken,Rock / Alternativo,4
21,2,Tusa,Karol G,Reguetón,3
21,60,Lenguaje de mi Piel,Kraken,Rock / Alternativo,3
21,10,Ginza,J Balvin,Reguetón,3
21,42,Te Fallé,Luis Alfonso,Música Popular,1
21,21,Cuatro Rosas,Jorge Celedón,Vallenato,3
21,17,Las Locuras Mías,Silvestre Dangond,Vallenato,3
21,9,Qué Más Pues?,J Balvin,Reguetón,3
21,49,El Preso,Fruko y sus Tesos,Salsa / Tropical,4
21,41,Tengo Ganas,Luis Alfonso,Música Popular,3
21,23,Traga’o de Ti,Peter Manjarrés,Vallenato,1
21,14,Mujeriego,Ryan Castro,Reguetón,1
21,12,Sobrio,Maluma,Reguetón,2
21,27,Quiéreme Mientras Se Pueda,Manuel Turizo,Pop Latino,2
21,24,La Que Me Quiere la Quiero,Peter Manjarrés,Vallenato,1
21,15,Jordan,Ryan Castro,Reguetón,2
22,57,No Digas Lo Siento,Don Tetto,Rock / Alternativo,3
22,36,El Alumno,Jessi Uribe,Música Popular,1
22,52,Bolero Falaz,Aterciopelados,Rock / Alternativo,4
22,22,Ay Hombe,Jorge Celedón,Vallenato,3
22,11,Hawái,Maluma,Reguetón,3
22,6,Feliz Cumpleaños Ferxxo,Feid,Reguetón,1
22,38,Tenías Razón,Yeison Jiménez,Música Popular,3
22,58,Vestido de Cristal,Kraken,Rock / Alternativo,2
22,21,Cuatro Rosas,Jorge Celedón,Vallenato,4
22,37,Aventurero,Yeison Jiménez,Música Popular,1
22,12,Sobrio,Maluma,Reguetón,3
22,7,Normal,Feid,Reguetón,2
22,42,Te Fallé,Luis Alfonso,Música Popular,1
22,34,Dulce Pecado,Jessi Uribe,Música Popular,1
22,28,Tacones Rojos,Sebastián Yatra,Pop Latino,3
22,48,Centurión de la Noche,Joe Arroyo,Salsa / Tropical,3
22,24,La Que Me Quiere la Quiero,Peter Manjarrés,Vallenato,4
22,40,Mi Presidio,Luis Alfonso,Música Popular,4
22,46,La Rebelión,Joe Arroyo,Salsa / Tropical,5
22,49,El Preso,Fruko y sus Tesos,Salsa / Tropical,5
22,10,Ginza,J Balvin,Reguetón,3
23,51,Los Charcos,Fruko y sus Tesos,Salsa / Tropical,1
23,4,Mi Ex Tenía Razón,Karol G,Reguetón,2
23,5,Classy 101,Feid,Reguetón,2
23,26,Una Lady Como Tú,Manuel Turizo,Pop Latino,1
23,37,Aventurero,Yeison Jiménez,Música Popular,3
